motor_id,cycle,vibration_mean,vibration_std,temperature_mean,temperature_slope,current_mean,current_std,RUL
142,163,4.729,0.8982,54.61,0.0979,6.067,0.3612,21
142,164,5.282,0.9573,54.45,0.0726,5.887,0.3632,20
142,165,4.834,0.9206,53.33,0.0791,5.908,0.3836,19
142,166,5.073,1.0868,52.59,0.0933,5.904,0.4035,18
142,167,5.015,1.0147,52.18,0.0762,5.812,0.3502,17
142,168,4.884,1.0142,53.33,0.1049,6.043,0.3832,16
142,169,5.225,1.0508,52.37,0.0922,5.835,0.4203,15
142,170,5.006,1.0463,53.92,0.0663,6.152,0.3871,14
142,171,5.03,1.0,54.71,0.0651,5.966,0.4295,13
142,172,5.285,1.0993,54.85,0.0898,5.992,0.3914,12
142,173,5.439,1.0185,54.19,0.1056,5.998,0.4051,11
142,174,5.437,0.9775,52.94,0.0858,5.836,0.4622,10
142,175,4.936,1.0316,54.32,0.0913,6.122,0.3904,9
142,176,5.289,1.0906,54.18,0.1005,6.064,0.4084,8
142,177,5.511,1.1167,55.68,0.0949,6.178,0.4127,7
142,178,5.093,1.1262,55.83,0.0766,6.064,0.4395,6
142,179,5.067,1.0071,54.39,0.0787,6.051,0.3871,5
142,180,5.525,1.0814,54.63,0.0984,5.971,0.4505,4
142,181,5.662,1.2076,56.4,0.0889,6.27,0.3777,3
142,182,5.382,1.0441,56.1,0.0873,6.116,0.3968,2
142,183,5.456,1.1829,56.23,0.0985,6.181,0.424,1
142,184,5.189,1.1532,54.48,0.0941,6.113,0.4518,0
143,1,2.211,0.3228,41.29,0.0013,4.336,0.1221,125
143,2,1.877,0.3555,40.74,0.0261,4.323,0.1597,125
143,3,1.62,0.3074,41.82,0.0024,4.433,0.1298,125
143,4,2.241,0.4087,43.16,-0.0017,4.411,0.136,125
143,5,2.636,0.4098,41.42,0.0052,4.329,0.1695,125
143,6,2.112,0.3541,42.92,0.0087,4.151,0.1146,125
143,7,2.185,0.2982,42.76,0.0035,4.22,0.1685,125
143,8,2.328,0.3792,44.34,0.0152,4.36,0.1235,125
143,9,1.866,0.2535,42.86,0.0103,4.466,0.1544,125
143,10,2.274,0.3098,42.15,0.0072,4.39,0.1332,125
143,11,2.388,0.3625,44.2,0.0168,4.404,0.1107,125
143,12,2.864,0.3338,42.45,0.0333,4.25,0.1105,125
143,13,2.304,0.3937,42.11,0.0211,4.331,0.1514,125
143,14,2.084,0.3865,44.55,0.0257,4.533,0.156,125
143,15,2.275,0.4336,44.66,0.0299,4.563,0.159,125
143,16,2.01,0.4506,43.8,0.0268,4.47,0.1678,125
143,17,2.738,0.4451,42.13,0.0284,4.487,0.1118,125
143,18,2.65,0.3815,43.29,0.0231,4.619,0.1647,125
143,19,2.793,0.433,44.53,0.0135,4.719,0.1806,125
143,20,2.517,0.4048,43.43,0.0101,4.392,0.1638,125
143,21,2.777,0.4027,43.91,0.0141,4.581,0.1944,125
143,22,2.732,0.4035,43.48,0.0133,4.638,0.1696,125
143,23,2.405,0.5345,46.74,0.0278,4.569,0.1384,125
143,24,2.858,0.3992,45.18,0.0133,4.693,0.2038,125
143,25,3.06,0.4982,45.88,0.0287,4.364,0.1029,125
143,26,2.48,0.4243,45.46,0.0288,4.596,0.1643,125
143,27,2.476,0.4893,44.4,0.0156,4.435,0.151,125
143,28,2.614,0.4907,43.9,0.0244,4.65,0.1255,125
143,29,2.855,0.4676,45.18,0.0182,4.6,0.142,125
143,30,2.69,0.5807,45.11,0.0239,4.568,0.1638,125
143,31,2.71,0.369,44.87,0.0217,4.63,0.1906,125
143,32,2.976,0.4206,45.36,0.034,4.486,0.2023,125
143,33,2.575,0.4599,45.67,0.0169,4.686,0.1757,125
143,34,3.087,0.416,46.75,0.0239,4.624,0.1245,125
143,35,3.002,0.4617,45.85,0.024,4.66,0.1944,125
143,36,2.963,0.4715,46.05,0.0278,4.577,0.1671,125
143,37,2.904,0.4905,43.97,0.0194,4.812,0.1631,125
143,38,2.934,0.394,46.29,0.0257,4.777,0.174,125
143,39,2.922,0.4748,45.1,0.0183,4.792,0.1503,125
143,40,2.598,0.4763,46.87,0.0257,4.855,0.1981,125
143,41,2.774,0.4417,45.92,0.0257,4.793,0.1792,125
143,42,2.403,0.4985,46.33,0.0242,4.52,0.1563,125
143,43,3.137,0.4689,46.43,0.0245,4.802,0.181,125
143,44,2.891,0.5027,46.36,0.047,4.578,0.2086,125
143,45,2.644,0.5716,45.54,0.0209,4.645,0.1931,125
143,46,3.061,0.4605,46.07,0.0201,4.836,0.2481,125
143,47,3.169,0.5715,46.2,0.0277,4.606,0.2035,125
143,48,3.28,0.4817,45.43,0.0463,4.8,0.1895,125
143,49,2.872,0.5587,47.67,0.0183,4.72,0.2366,124
143,50,2.778,0.4546,46.57,0.0251,4.742,0.2501,123
143,51,2.716,0.4932,46.51,0.0261,4.847,0.2258,122
143,52,3.266,0.5133,46.5,0.0289,4.859,0.1592,121
143,53,3.399,0.6392,47.87,0.0455,4.66,0.243,120
143,54,3.149,0.6037,46.99,0.0199,4.745,0.1955,119
143,55,3.249,0.6135,47.52,0.051,4.914,0.2533,118
143,56,3.072,0.5468,45.6,0.0263,4.86,0.2309,117
143,57,3.297,0.5427,47.81,0.0366,4.99,0.2359,116
143,58,2.955,0.5995,46.76,0.0218,4.757,0.2097,115
143,59,3.18,0.6441,48.66,0.0225,4.782,0.1959,114
143,60,2.829,0.5241,47.14,0.0245,4.892,0.2333,113
143,61,3.12,0.5592,46.92,0.0506,5.019,0.1647,112
143,62,3.003,0.5844,47.84,0.0464,5.06,0.2722,111
143,63,3.606,0.523,48.07,0.0455,5.012,0.1998,110
143,64,3.443,0.6046,47.97,0.0533,4.822,0.2149,109
143,65,3.059,0.604,47.37,0.0507,4.819,0.1642,108
143,66,3.423,0.5684,47.94,0.0557,4.968,0.2013,107
143,67,3.559,0.5733,48.13,0.0476,5.069,0.2543,106
143,68,3.731,0.5003,48.23,0.05,5.254,0.2493,105
143,69,3.717,0.6099,47.97,0.0367,4.98,0.2199,104
143,70,3.193,0.621,50.06,0.0567,5.134,0.2432,103
143,71,3.57,0.6999,49.05,0.0306,5.066,0.2799,102
143,72,3.347,0.5273,47.45,0.0372,4.929,0.2197,101
143,73,3.267,0.6876,46.03,0.0368,5.02,0.2264,100
143,74,3.834,0.6473,50.43,0.0547,5.212,0.2612,99
143,75,3.948,0.6306,47.55,0.0458,5.085,0.289,98
143,76,3.546,0.7425,48.95,0.0492,5.128,0.3077,97
143,77,3.504,0.6921,47.96,0.0569,5.171,0.2752,96
143,78,3.373,0.6776,47.02,0.0456,5.184,0.1965,95
143,79,3.46,0.7047,49.02,0.0538,5.216,0.1989,94
143,80,3.735,0.6896,48.81,0.0545,5.195,0.2104,93
143,81,3.436,0.7602,49.3,0.0256,5.167,0.2086,92
143,82,3.588,0.6217,49.72,0.0614,5.324,0.3004,91
143,83,3.852,0.7447,49.8,0.0637,4.939,0.2866,90
143,84,3.917,0.8002,49.81,0.0689,5.093,0.2792,89
143,85,4.284,0.7759,50.84,0.0514,5.157,0.2737,88
143,86,3.964,0.729,48.59,0.0492,5.162,0.2763,87
143,87,3.705,0.6882,47.95,0.0402,5.371,0.2736,86
143,88,4.222,0.6971,50.13,0.0587,5.159,0.2678,85
143,89,3.72,0.7448,49.84,0.0552,5.327,0.2412,84
143,90,4.047,0.7673,49.94,0.0435,5.293,0.302,83
143,91,4.311,0.7789,51.82,0.0543,5.269,0.2963,82
143,92,4.02,0.6594,50.03,0.0539,5.228,0.3591,81
143,93,3.909,0.7296,48.89,0.0545,5.447,0.291,80
143,94,4.061,0.7593,51.67,0.0554,5.347,0.3078,79
143,95,4.208,0.6954,50.64,0.0504,5.213,0.3125,78
143,96,3.823,0.6939,51.25,0.0584,5.242,0.3315,77
143,97,4.563,0.7861,51.04,0.0523,5.567,0.287,76
143,98,4.127,0.7382,51.28,0.051,5.149,0.2783,75
143,99,3.675,0.8851,52.81,0.0632,5.203,0.3296,74
143,100,3.803,0.7885,50.15,0.0621,5.356,0.2779,73
143,101,4.183,0.7316,49.83,0.0373,5.161,0.2258,72
143,102,3.917,0.7273,52.27,0.0635,5.345,0.3074,71
143,103,4.586,0.7455,50.22,0.0441,5.257,0.3677,70
143,104,3.919,0.8614,51.58,0.0473,5.316,0.2649,69
143,105,4.282,0.8279,50.83,0.0692,5.385,0.2678,68
143,106,4.483,0.8203,50.28,0.0556,5.446,0.2572,67
143,107,4.314,0.8211,50.28,0.0788,5.527,0.2602,66
143,108,4.08,0.7475,50.97,0.0368,5.388,0.3278,65
143,109,4.174,0.8407,51.94,0.0764,5.419,0.2921,64
143,110,4.53,0.8058,50.89,0.053,5.351,0.3569,63
143,111,4.45,0.9001,50.54,0.0495,5.586,0.2608,62
143,112,3.858,0.803,49.66,0.0547,5.45,0.2908,61
143,113,4.207,0.8776,52.09,0.0492,5.407,0.3053,60
143,114,3.833,0.884,50.64,0.0577,5.485,0.323,59
143,115,4.577,0.8866,50.9,0.0565,5.527,0.3334,58
143,116,4.685,0.8621,50.66,0.0381,5.456,0.3074,57
143,117,4.231,0.8008,52.03,0.073,5.675,0.3486,56
143,118,4.35,0.8394,52.09,0.0654,5.492,0.3455,55
143,119,4.862,0.8354,51.87,0.0612,5.378,0.3439,54
143,120,4.334,0.9,52.61,0.0668,5.536,0.3536,53
143,121,4.513,0.9626,52.47,0.0607,5.381,0.3448,52
143,122,4.406,0.8174,53.53,0.0576,5.522,0.2945,51
143,123,4.713,0.8801,50.78,0.0864,5.624,0.3416,50
143,124,4.433,0.9865,52.08,0.0513,5.377,0.3254,49
143,125,4.898,0.8696,53.68,0.064,5.613,0.3323,48
143,126,4.728,0.8275,53.84,0.0605,5.737,0.3642,47
143,127,4.925,0.9661,53.35,0.0819,5.608,0.3533,46
143,128,4.524,0.9007,53.6,0.0657,5.738,0.3853,45
143,129,4.72,0.9504,52.99,0.0557,5.584,0.3525,44
143,130,5.085,0.9106,52.59,0.0741,5.729,0.338,43
143,131,4.593,0.9368,51.65,0.0658,5.743,0.3705,42
143,132,4.374,0.9582,52.15,0.0929,5.596,0.3559,41
143,133,4.884,0.8816,53.96,0.0702,5.986,0.3295,40
143,134,4.544,0.9319,54.35,0.0808,5.702,0.3953,39
143,135,4.983,0.9715,52.78,0.0662,5.743,0.3829,38
143,136,4.78,0.9438,54.16,0.0689,5.715,0.4166,37
143,137,5.256,0.9057,54.6,0.0763,5.841,0.4323,36
143,138,4.755,0.8884,54.04,0.0801,5.59,0.3859,35
143,139,4.933,1.0527,53.69,0.0776,5.561,0.3557,34
143,140,5.466,0.9382,55.24,0.0768,5.696,0.3678,33
143,141,5.056,1.007,53.69,0.0839,5.816,0.3475,32
143,142,4.942,1.0688,56.2,0.0911,5.703,0.3527,31
143,143,4.682,0.936,54.75,0.072,5.715,0.4414,30
143,144,5.028,1.003,54.41,0.0689,5.82,0.3896,29
143,145,5.221,0.9679,56.33,0.0736,5.961,0.362,28
143,146,5.146,1.0654,55.54,0.0796,5.623,0.3484,27
143,147,5.281,0.9166,55.43,0.0767,5.996,0.3627,26
143,148,5.352,0.9988,54.97,0.0929,5.854,0.3818,25
143,149,5.317,0.9829,55.4,0.0661,5.85,0.3418,24
143,150,5.337,1.0037,54.44,0.0782,5.9,0.3473,23
143,151,4.794,1.0196,55.9,0.0958,5.867,0.4295,22
143,152,4.807,1.0399,56.73,0.0496,5.882,0.4235,21
143,153,5.098,0.9856,54.84,0.092,5.93,0.3555,20
143,154,5.396,1.021,56.03,0.0798,5.98,0.3988,19
143,155,4.889,0.9419,54.93,0.0809,6.056,0.3691,18
143,156,5.04,1.0308,55.63,0.0873,5.921,0.4379,17
143,157,5.038,1.1251,56.15,0.1071,5.81,0.3696,16
143,158,5.378,1.0251,57.32,0.0923,6.05,0.3901,15
143,159,5.602,1.1217,55.32,0.0836,5.875,0.4049,14
143,160,5.38,1.011,56.62,0.0775,6.079,0.3935,13
143,161,5.466,1.0168,57.47,0.0694,5.857,0.3941,12
143,162,5.32,1.0551,56.33,0.0962,6.084,0.4471,11
143,163,5.484,1.063,55.22,0.1029,5.899,0.4558,10
143,164,5.539,1.1056,57.44,0.0847,5.986,0.3801,9
143,165,5.817,0.9554,56.8,0.0746,6.069,0.4063,8
143,166,5.449,1.0688,56.57,0.0944,6.071,0.3565,7
143,167,5.266,1.0109,57.58,0.0941,6.193,0.4266,6
143,168,5.319,1.1575,57.67,0.0854,6.021,0.3786,5
143,169,4.896,1.0522,56.47,0.0711,6.118,0.352,4
143,170,5.26,1.0927,56.25,0.0904,6.056,0.3747,3
143,171,5.247,1.0844,57.34,0.0795,5.961,0.3852,2
143,172,5.411,1.1779,58.62,0.0988,5.988,0.4033,1
143,173,5.486,1.1172,56.4,0.0903,6.246,0.4205,0
144,1,2.147,0.2876,45.49,0.0203,4.005,0.1232,125
144,2,2.379,0.3168,44.62,0.0248,4.271,0.097,125
144,3,2.501,0.3139,45.93,0.0325,4.08,0.1106,125
144,4,2.997,0.3184,44.85,0.0368,4.092,0.1428,125
144,5,2.837,0.3191,45.92,0.0212,4.214,0.1346,125
144,6,2.831,0.3209,43.99,-0.0028,4.115,0.0985,125
144,7,2.367,0.298,44.48,-0.0067,4.168,0.0892,125
144,8,2.88,0.297,46.79,0.0114,4.174,0.1277,125
144,9,2.986,0.3259,42.11,0.0251,3.994,0.1259,125
144,10,2.873,0.258,45.24,-0.0193,4.173,0.0575,125
144,11,2.839,0.3562,45.15,0.0078,4.2,0.1216,125
144,12,3.265,0.3168,45.19,-0.0026,4.212,0.1297,125
144,13,2.457,0.2754,44.73,0.0291,4.11,0.1391,125
144,14,2.875,0.3711,46.25,0.0287,4.394,0.1215,125
144,15,2.691,0.3585,46.57,0.0112,4.155,0.1248,125
144,16,2.931,0.2788,44.22,0.0198,4.237,0.1368,125
144,17,3.012,0.3187,44.04,0.0262,4.23,0.1683,125
144,18,2.999,0.3765,45.67,0.0293,4.305,0.099,125
144,19,2.73,0.4089,45.2,0.0081,4.21,0.129,125
144,20,3.414,0.3177,44.46,0.0054,4.244,0.1255,125
144,21,3.065,0.3502,46.11,0.0162,4.375,0.1103,125
144,22,3.33,0.4703,47.61,0.0221,4.289,0.0907,125
144,23,3.597,0.3807,46.51,0.0275,4.351,0.1761,125
144,24,2.663,0.3743,45.37,0.0004,4.269,0.1005,125
144,25,3.231,0.3495,45.92,0.0225,4.422,0.1283,125
144,26,3.218,0.2809,45.55,0.0258,4.593,0.1521,125
144,27,3.189,0.4266,46.65,0.0468,4.318,0.1793,125
144,28,3.176,0.3617,46.74,0.0246,4.285,0.1693,125
144,29,3.026,0.4155,47.12,0.0215,4.441,0.1366,125
144,30,3.054,0.3486,45.14,0.0194,4.311,0.1669,125
144,31,3.342,0.4187,47.38,0.0159,4.32,0.1381,125
144,32,3.272,0.3689,45.78,0.0126,4.397,0.1682,125
144,33,2.95,0.4055,45.31,-0.0066,4.323,0.1383,125
144,34,2.852,0.3368,46.79,0.0222,4.316,0.1574,125
144,35,3.033,0.3921,48.18,0.0196,4.316,0.1533,125
144,36,2.815,0.4524,46.46,0.0149,4.268,0.154,125
144,37,3.037,0.4697,46.62,0.016,4.453,0.1248,125
144,38,3.171,0.4709,47.83,0.0197,4.389,0.1079,125
144,39,2.878,0.3963,47.17,0.0055,4.302,0.1727,125
144,40,3.101,0.4765,47.64,0.0244,4.582,0.2024,125
144,41,2.965,0.3948,45.88,0.025,4.473,0.2163,125
144,42,3.416,0.4194,44.93,0.0031,4.459,0.1356,125
144,43,3.139,0.4604,47.5,0.0174,4.365,0.1794,125
144,44,3.148,0.5135,47.13,0.0036,4.327,0.1747,125
144,45,3.02,0.4475,48.11,0.03,4.347,0.175,125
144,46,3.06,0.4466,47.25,0.0071,4.339,0.1521,125
144,47,3.452,0.3946,45.46,0.0359,4.292,0.1689,125
144,48,3.397,0.4389,45.86,0.0098,4.472,0.1763,125
144,49,3.045,0.388,48.29,0.0264,4.338,0.1667,125
144,50,3.364,0.4872,46.91,0.0406,4.222,0.1548,125
144,51,3.961,0.4911,47.94,0.022,4.368,0.1917,125
144,52,3.328,0.4246,48.59,0.0275,4.369,0.1585,125
144,53,3.302,0.4909,47.02,0.0258,4.454,0.2013,125
144,54,3.729,0.539,46.69,0.0148,4.622,0.1424,125
144,55,3.112,0.4481,46.71,0.0252,4.357,0.1548,125
144,56,3.525,0.5287,48.77,0.0177,4.541,0.1746,125
144,57,3.646,0.4811,47.43,0.0142,4.5,0.1961,125
144,58,3.491,0.4927,48.05,0.0254,4.487,0.2016,125
144,59,3.724,0.5337,47.34,0.0235,4.711,0.1766,125
144,60,3.337,0.4363,47.12,0.0389,4.409,0.2173,125
144,61,3.771,0.522,49.36,0.0193,4.504,0.2203,125
144,62,3.913,0.5549,49.31,0.0363,4.583,0.1404,125
144,63,3.297,0.5064,45.86,0.0221,4.407,0.182,125
144,64,3.397,0.4486,47.13,0.0302,4.74,0.1968,125
144,65,3.684,0.5119,48.47,0.0218,4.625,0.2187,125
144,66,3.714,0.4769,48.73,0.0303,4.47,0.1443,125
144,67,3.471,0.4985,48.48,0.0287,4.546,0.1791,125
144,68,4.114,0.4279,48.91,0.0304,4.666,0.1941,125
144,69,3.138,0.4667,48.36,0.0431,4.478,0.2302,125
144,70,4.047,0.4653,48.63,0.0297,4.655,0.1813,125
144,71,3.415,0.4878,47.24,0.036,4.679,0.2021,125
144,72,3.657,0.5028,47.7,0.0187,4.631,0.1663,125
144,73,4.09,0.5104,48.31,0.0342,4.676,0.1746,125
144,74,3.804,0.4899,49.96,0.0176,4.529,0.1709,125
144,75,3.373,0.4916,50.85,0.0451,4.685,0.2024,125
144,76,3.328,0.401,49.5,0.0422,4.767,0.1766,125
144,77,3.722,0.57,48.07,0.0348,4.642,0.1796,125
144,78,4.013,0.5196,48.9,0.0425,4.58,0.2112,125
144,79,3.743,0.4712,48.35,0.0377,4.703,0.1616,125
144,80,3.58,0.5607,47.47,0.0445,4.551,0.2259,125
144,81,3.718,0.5729,51.52,0.0427,4.674,0.2563,125
144,82,3.465,0.5999,48.43,0.0267,4.648,0.1868,125
144,83,3.804,0.5238,49.27,0.05,4.758,0.2058,125
144,84,3.376,0.5636,48.13,0.0222,4.559,0.2515,125
144,85,3.708,0.5473,48.28,0.0334,4.686,0.221,125
144,86,3.999,0.5488,49.58,0.045,4.636,0.2392,125
144,87,4.294,0.5774,49.95,0.0142,4.645,0.2182,125
144,88,4.112,0.5071,49.62,0.0285,4.882,0.1925,125
144,89,3.873,0.5503,48.4,0.0361,4.548,0.2769,125
144,90,3.68,0.5258,48.79,0.0212,4.791,0.2378,125
144,91,3.814,0.5679,49.57,0.0484,4.755,0.2622,125
144,92,3.729,0.645,50.38,0.0212,4.728,0.1816,125
144,93,3.734,0.5768,48.75,0.027,4.612,0.2316,125
144,94,3.905,0.5528,49.11,0.0217,4.937,0.1966,125
144,95,3.793,0.5948,49.4,0.0203,4.797,0.2254,125
144,96,3.749,0.5823,48.86,0.0419,4.814,0.2452,125
144,97,3.989,0.61,51.51,0.0468,4.637,0.2534,125
144,98,4.546,0.5327,50.62,0.034,4.797,0.2849,125
144,99,3.671,0.5733,52.91,0.0461,4.965,0.2525,125
144,100,4.038,0.5543,50.01,0.0618,4.849,0.2596,125
144,101,3.685,0.4988,50.3,0.0383,4.667,0.2588,125
144,102,3.835,0.6182,50.14,0.0441,4.751,0.1779,125
144,103,4.239,0.5922,49.22,0.0325,4.847,0.2061,125
144,104,3.868,0.7061,51.1,0.053,4.657,0.2508,125
144,105,4.211,0.5536,50.22,0.0617,4.817,0.2729,125
144,106,3.509,0.6255,49.7,0.0343,4.647,0.2726,125
144,107,3.644,0.6473,52.03,0.0423,4.75,0.2666,125
144,108,4.145,0.6316,51.23,0.0306,5.034,0.2469,125
144,109,4.36,0.6551,51.48,0.0276,4.905,0.2729,125
144,110,3.91,0.6752,49.96,0.0603,4.769,0.2856,125
144,111,4.127,0.6522,49.68,0.0409,4.756,0.2441,125
144,112,4.128,0.7048,50.0,0.04,4.904,0.2548,125
144,113,4.274,0.6765,51.4,0.0469,4.839,0.2544,125
144,114,4.11,0.6003,50.51,0.039,4.935,0.205,125
144,115,4.109,0.6439,49.05,0.035,5.029,0.2644,125
144,116,4.508,0.6657,51.71,0.0399,4.927,0.2184,125
144,117,4.3,0.6522,49.89,0.0615,4.861,0.2418,125
144,118,4.407,0.6541,50.71,0.0432,5.044,0.2611,125
144,119,4.339,0.6912,50.92,0.0478,5.007,0.297,125
144,120,4.565,0.6784,51.23,0.0471,4.876,0.279,125
144,121,4.146,0.7124,49.17,0.0418,4.959,0.2477,125
144,122,4.363,0.7235,51.22,0.0265,5.116,0.288,125
144,123,4.455,0.6582,50.5,0.03,4.907,0.2415,125
144,124,4.548,0.6092,52.38,0.0357,4.936,0.2139,125
144,125,4.131,0.7159,51.84,0.034,5.045,0.2963,125
144,126,4.47,0.6919,51.93,0.051,4.94,0.2629,125
144,127,4.17,0.6818,50.78,0.0586,4.919,0.2758,125
144,128,4.646,0.7299,51.33,0.0341,4.983,0.2404,125
144,129,4.436,0.7639,51.98,0.0488,4.981,0.236,125
144,130,4.028,0.7438,51.43,0.0489,5.076,0.2739,125
144,131,4.57,0.6702,52.65,0.0556,4.954,0.2534,125
144,132,4.622,0.6159,51.87,0.0668,5.013,0.3006,125
144,133,4.345,0.7511,52.89,0.0581,5.129,0.2325,125
144,134,4.636,0.723,53.63,0.0417,5.19,0.2707,125
144,135,4.751,0.6492,51.14,0.0583,5.042,0.2983,125
144,136,4.611,0.7524,52.33,0.0527,4.999,0.2893,125
144,137,4.513,0.7205,52.63,0.0577,5.141,0.2519,125
144,138,4.424,0.7814,51.4,0.0668,4.997,0.2997,125
144,139,4.537,0.7112,50.87,0.0447,5.222,0.2839,125
144,140,5.036,0.6843,51.86,0.0551,5.1,0.2523,125
144,141,4.656,0.7894,53.53,0.056,5.167,0.2891,125
144,142,4.298,0.7886,51.07,0.0554,5.135,0.2613,125
144,143,4.551,0.7103,54.34,0.0238,4.963,0.263,124
144,144,4.602,0.6884,53.43,0.0468,5.106,0.2709,123
144,145,4.284,0.7059,52.83,0.0521,5.002,0.2224,122
144,146,4.53,0.7818,52.53,0.06,5.18,0.3414,121
144,147,4.877,0.6493,51.71,0.0616,5.036,0.2693,120
144,148,4.131,0.7372,52.45,0.0622,5.07,0.2849,119
144,149,4.756,0.7838,52.78,0.0521,5.136,0.3067,118
144,150,4.682,0.7187,53.63,0.0614,5.094,0.2746,117
144,151,4.771,0.7621,52.87,0.0434,5.179,0.3079,116
144,152,4.8,0.7417,53.72,0.0552,5.191,0.2992,115
144,153,4.718,0.7029,53.38,0.0577,5.296,0.274,114
144,154,4.56,0.8341,53.35,0.0567,5.134,0.2743,113
144,155,4.973,0.7528,50.43,0.0688,5.099,0.3063,112
144,156,4.237,0.7966,53.5,0.044,5.141,0.3464,111
144,157,4.898,0.8659,51.98,0.0434,5.032,0.3084,110
144,158,4.521,0.8791,53.78,0.0697,5.19,0.2541,109
144,159,4.321,0.7885,56.27,0.0586,5.341,0.3179,108
144,160,4.983,0.7624,54.59,0.065,5.222,0.3165,107
144,161,4.565,0.8068,52.33,0.0702,5.161,0.3339,106
144,162,4.473,0.7707,55.39,0.0648,5.205,0.3288,105
144,163,4.805,0.842,52.67,0.0717,5.263,0.3557,104
144,164,4.566,0.8013,54.51,0.0693,5.014,0.3471,103
144,165,4.473,0.8009,53.96,0.0603,5.285,0.2906,102
144,166,5.002,0.8309,51.83,0.0589,5.22,0.2578,101
144,167,4.652,0.8205,54.27,0.0656,5.378,0.3016,100
144,168,4.702,0.7675,54.47,0.0594,5.166,0.3049,99
144,169,4.908,0.82,54.16,0.0723,5.412,0.3112,98
144,170,5.586,0.8705,54.09,0.0494,5.325,0.3205,97
144,171,4.839,0.8241,53.51,0.0579,5.355,0.3561,96
144,172,4.697,0.8048,54.57,0.0662,5.234,0.2855,95
144,173,4.875,0.8148,54.55,0.0538,5.429,0.3587,94
144,174,4.337,0.8076,55.95,0.06,5.279,0.3304,93
144,175,5.09,0.8849,56.06,0.0521,5.356,0.2746,92
144,176,4.719,0.8274,53.82,0.0383,5.41,0.3187,91
144,177,4.884,0.6781,53.74,0.0681,5.424,0.3676,90
144,178,4.983,0.9429,53.81,0.0736,5.488,0.3062,89
144,179,5.335,0.8579,55.03,0.0594,5.49,0.3444,88
144,180,5.265,0.8304,54.81,0.0466,5.372,0.3101,87
144,181,4.881,0.8485,54.34,0.0588,5.426,0.3473,86
144,182,4.922,0.8466,55.37,0.0612,5.325,0.3099,85
144,183,4.691,0.9554,55.67,0.064,5.377,0.3255,84
144,184,5.222,0.8174,55.24,0.0678,5.148,0.355,83
144,185,4.587,0.8655,53.48,0.0671,5.406,0.3415,82
144,186,5.219,0.9096,55.69,0.0704,5.295,0.3309,81
144,187,5.148,0.828,56.43,0.0564,5.511,0.3525,80
144,188,5.098,0.9628,55.49,0.0556,5.267,0.36,79
144,189,5.252,1.0001,55.8,0.0573,5.456,0.3328,78
144,190,5.13,0.8516,54.81,0.0583,5.325,0.3165,77
144,191,5.215,0.8646,55.58,0.0784,5.441,0.3183,76
144,192,5.078,0.8807,53.27,0.0622,5.38,0.2764,75
144,193,5.007,0.8968,54.29,0.0587,5.425,0.3748,74
144,194,5.286,0.9044,55.5,0.0752,5.417,0.3112,73
144,195,5.238,0.8577,56.28,0.0767,5.475,0.3131,72
144,196,5.426,0.8477,55.62,0.0891,5.454,0.3816,71
144,197,5.128,0.8779,56.19,0.0653,5.498,0.3098,70
144,198,4.981,0.8485,55.34,0.0805,5.426,0.3615,69
144,199,4.904,0.9756,54.91,0.0611,5.554,0.3473,68
144,200,5.263,0.8922,54.97,0.0584,5.517,0.3168,67
144,201,5.416,0.9324,56.27,0.0652,5.533,0.3493,66
144,202,5.323,0.8229,56.19,0.0887,5.301,0.3347,65
144,203,4.878,0.9964,54.54,0.0854,5.49,0.2956,64
144,204,5.119,0.9075,56.03,0.0655,5.524,0.3523,63
144,205,5.748,1.0448,55.51,0.0705,5.497,0.3954,62
144,206,5.325,0.8871,54.95,0.062,5.472,0.3381,61
144,207,5.241,0.912,54.9,0.0509,5.611,0.3607,60
144,208,5.119,0.87,55.96,0.0704,5.665,0.3302,59
144,209,5.449,0.9378,56.93,0.0893,5.568,0.3277,58
144,210,5.397,0.8429,57.24,0.0542,5.74,0.3619,57
144,211,5.737,1.0336,56.63,0.0668,5.828,0.3631,56
144,212,5.222,0.9031,57.74,0.0778,5.463,0.3527,55
144,213,5.631,0.9117,55.0,0.0805,5.588,0.3115,54
144,214,5.252,1.0146,57.52,0.0568,5.538,0.3138,53
144,215,5.606,0.8787,56.41,0.0487,5.62,0.3181,52
144,216,5.111,1.052,57.25,0.077,5.408,0.3626,51
144,217,5.449,0.9534,57.64,0.075,5.498,0.3954,50
144,218,5.489,0.9949,56.42,0.0722,5.499,0.3814,49
144,219,5.538,0.9061,55.93,0.0606,5.406,0.3687,48
144,220,5.323,0.9218,56.79,0.0779,5.634,0.3675,47
144,221,5.41,1.008,56.84,0.0669,5.609,0.3738,46
144,222,5.667,0.9545,57.51,0.0865,5.754,0.3443,45
144,223,5.626,1.0559,56.56,0.082,5.491,0.3502,44
144,224,5.623,1.002,56.45,0.0759,5.681,0.3254,43
144,225,5.808,0.9775,57.49,0.0889,5.586,0.3422,42
144,226,5.774,0.9665,57.21,0.0642,5.704,0.3729,41
144,227,5.758,0.9967,58.22,0.0855,5.657,0.3889,40
144,228,5.542,0.965,57.14,0.0924,5.622,0.3645,39
144,229,6.017,1.079,56.95,0.0735,5.6,0.3558,38
144,230,5.996,0.9826,56.83,0.0721,5.673,0.3327,37
